word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
akeru,to open (something),開ける,"開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)",akemasu,akete,akemasen,aketa; akemashita,akemasen deshita,akerareru,akenasai; akero,akerou,2 (ru-dropping),,,,,,,,false
hirakeru,to become opened up; to improve; to get better; to develop; to progress; to be up-to-date; to be enlightened; to be sensible,開ける,,hirakemasu,hirakete,,hiraketa,,,,,,,,,,,,,false
aku,(something) opens; to become vacant; to become empty; to begin,開く,Kono seki wa aite imasu ka. (Is this seat available?); nanji ni akimasu ka? (What time does it open?),akimasu,aite,akanai,,,,akinasai; akuna,,,,,,,,,,false
hiraku,"to open; to hold (an event, party, etc.)",開く,futsuu yokin kouza o hirakitai n desu ga. (I'd like to open a savings account.); kai wo hirakimasu (going to have/open a meeting),hirakimasu,hiraite,hirakanai,hiraita,,,,,,hirakitai,hirakareru,,,,,,false
heikan suru,to close (a business/shop/etc.),閉館する,,,,,,,,,,,,,,,,,,false
heiten suru,to close (a business/shop/etc.)) (for the day),閉店する,何時に閉店しますか？ (What time do you close?),,,,,,,,,,,,,,,,,false
shimeru,to close; to shut; to lock; to tie; to fasten; to tighten; to put on; to wear,閉める,mado o shimeru (close the window),shimemasu,shimete,shimemasen,shimeta; shimemashita,shimemasen deshita,shimerareru,shimenasai,,2 (ru-dropping),,,,,,,,false
shimaru,"to be closed, to be shut",閉まる,mise ga shimatte imasu. (The store is closed.); 何時にしまりますか (What time does it close?),shimarimasu,shimatte,shimaranai,shimatta,,,,,,,,,,,,,false
tojikomeru,to lock up; to shut up; to imprison,閉じ込める,,,tojikomete,,tojikometa,,tojikomerareru,,,,,,,,,,,false
tojiru,"to close (e.g., book, eyes, meeting, etc.); to shut",閉じる,"""Kyou wa koko made"" to itte, sensei wa kyoukasho o tojita. (The teacher said, ""That's it for today"" and closed the textbook.)",,tojite,,tojita,,,,,,,,,,,,,false
mongen,curfew,門限,,,,,,,,,,,,,,,,,,false
nagashikaku,rectangle,長四角,,,,,,,,,,,,,,,,,,false
nagai,"long, lengthy (time)",長い,"nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)",,,,,,,,,,,,,,,,,false
kane,bell (often a large hanging bell); chime,鐘,,,,,,,,,,,,,,,,,,false
kyoudai,vanity box; bedroom storage chest,鏡台,,,,,,,,,,,,,,,,,,false
kagami,mirror,鏡,,,,,,,,,,,,,,,,,,false
kusari,chain; chains,鎖,,,,,,,,,,,,,,,,,,false
kagi o kakeru,to lock; (～に),鍵をかける,,,,,,,,,,,,,,,,,,false
kagi,key; lock,鍵,鍵がかけてあります。,,,,,,,,,,,,,,,,,false
kitaeru,to forge; to temper; to train; to discipline,鍛える,,,kitaete,,kitaeta,,,,,,,,,,,,,false
rokuga suru,to record on video; to do a video recording,録画する,,,,,,,,,,,,,,,,,,false
jouzai,pill; tablet; lozenge,錠剤,,,,,,,,,,,,,,,,,,false
jouzai,tablet,錠剤,,,,,,,,,,,,,,,,,,false
juudeutareru,to be shot,銃で撃たれる,,,,,,,,,,,,,,,,,,false
juu,gun; rifle; small arms,銃,,,,,,,,,,,,,,,,,,false
ginshouki,silverware; tableware,銀食器,,,,,,,,,,,,,,,,,,false
ginga,galaxy; Milky Way,銀河,,,,,,,,,,,,,,,,,,false
kinsekai,land covered with snow,銀世界,,,,,,,,,,,,,,,,,,false
tetsu,iron,鉄,tetsu no bou (iron rod),,,,,,,,,,,,,,,,,false
suzu,tin,鈴,,,,,,,,,,,,,,,,,,false
tsuru,to fish; to catch; to lure in; to tempt; to entice; to allure,釣る,samon tsuri (salmon fishing),,,,,,tsureru,,,,,,,,,,,false
shinro,course; direction; compass bearin,針路,,,,,,,,,,,,,,,,,,false
kingyo,goldfish,金魚,,,,,,,,,,,,,,,,,,false
kanekuimushi,"money loser; high-cost, low-return project",金食い虫,,,,,,,,,,,,,,,,,,false
kinka,gold coin,金貨,,,,,,,,,,,,,,,,,,false
kinyuu kikan,financial institutions,金融機関,,,,,,,,,,,,,,,,,,false
kinyuu chou,financial services agency,金融庁,,,,,,,,,,,,,,,,,,false
kinyuu shijou,financial market,金融市場,,,,,,,,,,,,,,,,,,false
kinyuu nojiyuuka,deregulation of finance,金融の自由化,,,,,,,,,,,,,,,,,,false
kinyuu nokokusaika,financial internationalization,金融の国際化,,,,,,,,,,,,,,,,,,false
kinyuu,finance,金融,,,,,,,,,,,,,,,,,,false
kinzoku,metal,金属,,,,,,,,,,,,,,,,,,false
ryou,quantity; amount; volume; portion (of food),量,交通（こうつう）量 (amount of traffic),,,,,,,,,,,,,,,,,false
yarou,bastard; asshole; son of a bitch,野郎,,,,,,,,,,,,,,,,,,false
yasai,vegetables,野菜,,,,,,,,,,,,,,,,,,false
norainu; nora inu,stray dog,野良犬,,,,,,,,,,,,,,,,,,false
yakyuu,baseball,野球,goro (grounder),,,,,,,,,,,,,,,,,false
yabou,ambition; aspiration; design,野望,,,,,,,,,,,,,,,,,,false
nohara,"field (e.g., farmland)",野原,,,,,,,,,,,,,,,,,,false
juuyou [na],important,重要な,ichi-ban na koto juyo (most important thing),,,,,,,,,,,,,,,,,false
juuten,important point; emphasis,重点,,,,,,,,,,,,,,,,,,false
juudai [na],important; serious,重大な,,,,,,,,,,,,,,,,,,false
juuryoku,gravity,重力,,,,,,,,,,,,,,,,,,false
juushou,serious wound or injury,重傷,,,,,,,,,,,,,,,,,,false
kasaneru,to pile up; to stack up; to accumulate; to put something on another; to add to; to repeat,重ねる,,,,,,,,,,,,,,,,,,false
omoi,heavy (weight); serious (matter),重い,,omoi desu,omokute,,omokatta,,,,,,,,,,,,,false
omoomoshii,serious; grave; dignified; solemn,重々しい,,,omoomoshikute,,,,,,,,,,,,,,,false
satoyama,undeveloped land,里山,,,,,,,,,,,,,,,,,,false
shouyu,soy sauce,醤油,,,,,,,,,,,,,,,,,,false
kokuji suru,to resemble,酷似する,,,,,,,,,,,,,,,,,,false
yopparau,to get drunk,酔っぱらう；酔っ払おう,もりあがろう！ (Let's get drunk!),,yopparatte,,,,,,yopparaou,,,,,,,,,false
you,"to get drunk, sea sick",酔う,酔ってる？ (Are you drunk?),yoimasu,yotte,yowanai; yoimasen,yotta; yoimashita,,,,,,,,,,,,,false
shukiobi unten suru,to drive under the influence (DUI); drunk driving,酒気帯び運転する,,,,,,,,,,,,,,,,,,false
