word,id,mark,definition,pronunciation,example
arbitrate,8f0a355d-1a2a-4744-830c-9b0e63b4bbff,false,,,
arcane,3cd22027-d124-44fa-a035-69f8d52e9427,false,known or understood by very few; mysterious; secret; obscure; esoteric,ar KAYN,
archaic,f832d9fb-8b5a-4f19-ae57-60fed309f938,false,characteristic of an earlier time; antiquated; old; ancient; outdated,ahr KAY ik,archaic idea of dating; archaic farm tools
archetype,8e8b7753-2015-48cc-b4c8-3e75195f2607,false,an original model or pattern,AHR kuh type,
archive,01a6ceda-d0ef-4e2e-aa6a-ff359de94971,false,,,
ardent; ardency,1bd294c7-fb92-4326-8218-f7e6825b326d,false,"passionate, enthusiastic",,
arduous,4fde64dc-62fe-45ca-9ad6-1251fae4c08f,false,difficult; requiring great exertion; tiresome,AHR joo us,arduous chore/hike/exercise
arguable,c8373fa8-c8c0-49ef-8baa-c2f9615c0bf9,false,,,
arid,97a6514d-13a7-4f5d-a42b-f3aa4b885ae4,false,"(of land or a climate) having little or no rain; too dry or barren to support vegetation.; lacking in interest, excitement, or meaning.",,
"arise, arising",ee5e2845-7f75-45a3-8607-cd82be2dfa88,false,,,
armistice,a513453f-b934-4ba0-93e1-1262b24960cd,false,truce,AHR muh stus,
arouse; aroused; arousing,bacc7b50-e87f-425d-b2b4-7b244367138f,false,,arousing suspicion,
arraign; arraignment,3e09535a-8474-4aed-a724-66895bfdffb9,false,to bring to court to answer an indictment; to accuse,uh RAYN,
arrant,7214df1e-d2bb-40f5-a882-9b5485eb5b2d,false,complete; utter,arrant nonsense,
array,20843b8f-13ab-4ffa-b65e-549d95b79a21,false,order or arrangement,UH ray,
arrears,43737b23-8202-484e-abdb-0f76d0a714e1,false,the state of being in debt; unpaid debts,uh RIRZ,
arrest; arrested,564f8a64-a42f-4e4f-b93b-d3b1a5e008a7,false,,arrest your attention,
arterial,94133c6b-e562-47a7-9935-8dbd087f2af7,false,of or designating a route of transportation carryinga main flow with amny branches,,
articulate,ff5e3b6b-0c26-4a8b-8f17-6b3c2fd7e56c,false,to express clearly,,
artifice,69f48f1c-3350-4ea4-bb6d-3ad771f2d85a,false,a clever trick; cunning; a wily or artful stratagem; guile,,
artificial; artificiality,d61516e0-4ac4-4177-a101-09559e5fd150,false,,,
"ascend, ascendancy",20904a52-4b6b-4059-9cd7-0f594624da00,false,rise; supremacy; domination,,
ascent,353db1e7-6070-44ed-b90a-d3b200a28af6,false,"rise, incline",,
"ascertain, ascertained",271f3fb5-d8b7-4b34-a622-a43e0d45d518,false,"to find out, as through investigation or experimentation",as er TAYN,
ascetic; asceticism,ea0974cd-e558-4d63-9fcd-05df1207d761,false,harsh; disposed to do without luxuries; austere; practicing self-denial,uh SET ik,
"ascribe, ascribed",8ae3eedd-d0f7-4038-8cc0-2dd2c294db32,false,"To attribute to a specified cause, source, or origin; to attribute, impute, or assign as a cause",His death was ascribed to poison.,
aside [from],5fec2f72-d57d-4069-967b-bedf2f577bce,false,,,
aspect; aspects [of],9a8b5cf2-a95e-4bee-9fd9-7ab213e8cd54,false,feature; attribute,fee CHUR,That's its greatest aspect.
aspire; aspiration,3d8858d6-dd57-46de-bb09-7a4d867e8d4f,false,"to seek, attain, or achieve a goal",uh SPIRE,He didn’t aspire to anything. He had no goals or career direction.; career aspiration
aspiring,b3e4d5b4-9d40-44c1-ade6-a0da11c4ae44,false,,,
"assail, assailed",28df5f93-c117-448c-a9c4-bf7ccf0d83bf,false,,,
assailable,2fda68c8-c9f6-4f6b-ae1d-9c5fd316d0c4,false,,,
assemble; assemblage; assembly; assemblies,ffcd88b9-2e70-482c-b1df-11c6f55e3b3c,false,a collection or composition,,
assent [to],53f6ad2f-cf36-4467-85af-0bcbc47816f7,false,agreement,I will assent to your requests and provide the documents you need.,
assert; assertion ; assertive,0a0e1c4f-9ddf-4ac3-98ac-a51c843fbe3b,false,,,
assiduous; assiduously,8d140b7a-90ac-4034-8e11-c42b5469cafe,false,constant; unremitting; hardworking; quite diligent; tirelessly; showing or characterized by persistent attention or untiring application; devoted; attentive; unremitting; persistent.,uh SIJ oo us,
assiduously,6f09dc96-ee1c-4083-b6af-988fc811e424,false,"marked by constant, unremitting attention or by persistent, energetic application",,
assimilate; assimilation [of],9a0cdb60-2d64-430c-ae8f-959d2f13c629,false,to take in; to absorb; to learn thoroughly,uh SIM uh layt,
assinine,5e4d96d5-732a-47f3-b6d9-cb05a750451c,false,,,
associate; association,7f5fe2dc-fa79-4238-9824-c4d855a553ca,false,,by association,
assortment; assorted,19bd5c96-236f-4aac-a4ba-f94163cc24da,false,,,
assuage,b8082a53-e8a9-4459-b5b6-2d0e95aa5584,false,to soothe; to make less severe; to ease; to lessen; to pacify; to ease the pain of; to relieve,uh SWAYJ,tried to assuage her disappointment
assume,bc6b692d-b351-47ea-aa0c-67de01083544,false,to take for granted; suppose,,
assumptive,02da0a50-7784-4097-8526-4b40d756d06d,false,,,
assure; assurance; assured,8ac84ef4-45af-4ab8-bdf8-f6ddddad3759,false,,most assuredly,
assymptotically (adverb),549dccc6-ab3e-4c6f-8046-0a323eb820b2,false,"getting closer and closer to a goal, but never quite reaching it",,
"astonish; astonished,  astonishing; astonishingly",a1bb416b-65a0-43bb-81ec-edd0236bd9b7,false,to fill with sudden and overpowering surprise or wonder; amaze,,
astray,0a6e64a2-ae2b-4013-a52b-15cb9e4032bb,false,,gone astray,
astute; astuteness,3b40b47c-f0f0-4f74-842c-087084dc7ced,false,quick in discernment; shrewd; clever; keen in judgment; perceptive; intelligent,uh STEWT,Larry thought a new suit would make him appear more astute for his job interview.; …has a natural astuteness in dealing with angry people
asymmetry,7322dcaf-dbe6-40ae-8295-f822764843ce,false,imbalance,,
atone; atonement,7b140c9f-e0ab-407e-bee9-42c57ef67064,false,to make amends,uh TOHN,
atonement,146a82bc-c989-4b3c-922f-369a49f0ab54,false,,,
atrophy,0a83dfb4-9e2a-4438-b339-b867c2c99726,false,to wither away; to waste away from lack of use,AT ruh fee,The muscles atrophied due to chronic illness.; The atrophied bodies of the starving children were an appalling sight.
attend [to]; attended; unattended; attending,00ac2902-f5f2-4764-9777-11efa81c45ff,false,,A attending B,
attendant,721d2976-53a6-4c36-bd68-d43f1e8832e8,false,a corollary; consequent; associated; related thing or quality,,
attentive; attentively,94436249-ec92-4e20-98ce-75f6d9f87690,false,considerate,,
attenuate; attenuation,4299a748-f66d-43c4-83ad-af38ee24a278,false,"to reduce the force, effect, or value of.; to stretch out; prolong; to weaken or reduce in force, intensity, effect, quantity, or value","""her intolerance was attenuated by an unexpected liberalism""; ""radiation from the sun is attenuated by the earth's atmosphere""",attenuated basis
attest,71ca63a0-7306-4954-a32d-147d66cf53d9,false,,,
attribute; attribution,41f91239-5d21-4b15-9b8c-d02a8db188ee,true,a feature of something,,
attrition; attrit,a96654fc-bfae-42b8-b615-2090fb976b45,false,"gradual wearing away, weakening, or loss",,
"audacity, audacious",f8eabcb0-7a74-4f33-9252-a23eb3feedb8,false,"boldness, daring",,
audible,db71f538-85fd-4eff-b2c3-34158d35028f,false,capable of being heard,,
augment,38fe6a64-698c-4dea-b295-991778efc478,false,"to make greater, as in size, extent, or quantity; to supplement",awg MENT,
"augment, augmented",f2aec29b-719f-441d-99ee-7bb869cb1546,false,to enlarge; to add to,,
aura,b98e4cf9-1e78-4f06-9324-371958aed496,false,"a subtly pervasive quality or atmosphere seen as emanating from a person, place, or thing",,
aural,58c40cf2-e685-4ee1-b10e-0b08c2dea60c,false,,,
aural,b375628a-8037-4485-af9f-9d02350911f3,false,of or related to the ear or the sense of hearing,AW rul,
auspices,27aeb7c9-d1de-4577-a266-0cfff6dd48fd,false,,,
auspicious,7b11c832-59f5-422e-8891-58dbf25004e8,false,"opportune, favorable, fortunate",,
austere; austerity,5ef4cade-a797-4643-a057-336056c880bf,false,"severely simple and plain; strict or severe in discipline, disposition, or appearance; without excess; stern",aw STEER,Mike's austere dorm room only had one chair and a mattress.; looks with austere disfavor; austerely decorated interior design
authoritative source,68613467-fda9-4b9b-a1e0-72a00ee3e238,false,,,
"autonomy, autonomous",860fc16b-92cb-4ce5-8d51-6daaf676cebc,false,acting independently,,
auxiliary,3adc823f-3b72-47ea-aec5-44348023b2a0,false,secondary; additional; giving assistance or aid,awg ZIL yuh ree,
avail,afd13a51-6fed-433c-8ed0-f0132ce07bf4,false,help or benefit,,
"avarice, avaricious",4b29614a-9e08-48f7-ba50-81c3685d021e,false,greed; excessive love of riches,,
avenue,13bd2b3b-9d49-43f5-ac71-a733d2e80941,false,,,
average,edbc1401-2229-4ae9-b5dc-cf707372b847,false,ordinary; typical; mediocre; so-so; common,,
averse,167334eb-c0fd-4c54-8597-82d7db7924e2,false,strongly disinclined,uh VERS,
"aversion, aversions",265e5cd9-c85a-46f5-8efc-eabdf265de1b,false,,,
"avert, aversive",78163640-8922-4f57-8444-2a6548f7da6a,false,avoid,,
avow,b0f6840a-29a4-4059-87f0-3f81c61c1ea8,false,to claim; to declare boldly; to admit,,
awaken; awakened [by],b78f589a-308b-4678-b2a2-76e4a15843ab,false,,,
aware [of]; awareness,4a68e045-18ca-49be-a5f5-0d181dbd6d7c,false,,,
awry,f2f92d52-a632-41f8-9c7d-96e4f922da64,false,off course; twisted to one side,uh RYE,
ax ante; ex post,f0a00abc-b266-4bbf-b2f1-ddce33cf1e34,false,,,
axiom; axiomatic,e131dc15-fa44-465e-a25f-8e9b61d6e66e,false,self-evident rule or truth; a widely accepted saying,,
backlash,042c1bd3-ba30-4dae-868f-3ce2a9e4aeb7,false,,,
bait; baited,f8be2880-d681-4527-8d70-8f43c45a5324,false,,,
baleful,540cde81-ea6c-4699-8dc4-dd7e176c4c96,false,menacing; harmful,,
balk,9b2ef801-33fd-4359-8bad-fbdb546ad08f,false,to abruptly refuse (to do something); to stop short,bawk,
"balk, balked",211e3f26-a424-4b08-8cd8-fe9ccb528974,false,to stop short and stubbornly refuse to go on,,
ban; banned,118e0c97-2db1-4153-9db1-8804abd265a9,false,,,
banal; banality; banalities,b45abffa-6011-474d-937a-7bee5058513c,false,unoriginal; drearily commonplace; predictable; lacking originality,buh NAL,banalities and generalities
bane,e4d66fbf-8a70-409d-ae25-c9d4c88e2b10,false,poison; torment; cause of harm,,
baneful,9539a3ba-fcd2-4200-8cd0-b9b69ca2b277,false,destructive,,
banish,47a1391c-2154-47e1-bd82-c8c5e9abe2c9,false,,,
banter,6b5fa914-abd3-4379-add7-2c61dac686c2,false,an exchange of good-humored or mildly teasing remarks,"BAN tur
witty banterBAN tur
witty banterBAN tur
witty banter",
banter,d33f13e5-1242-466e-be9f-5bc0a48630d6,false,,,
barrier to entry,4a82a1fb-f5fd-4021-b550-71c43aef986d,false,,,
bash,055b6307-48ff-407b-90ff-fc2a7c854a9a,false,,,
bask [in],50fcbc54-ea1e-424b-91c7-aa4700aa03a7,false,,,
bastion,23dfa1fb-cec9-4c15-8095-0d73a39db04c,false,stronghold; fortress; fortified place,,
bear; borne [by],ed99b37c-1136-4b61-a865-a2edf53debd2,false,,,
bearings,c51591c4-d33d-458b-9046-8c2ad1edd94e,false,,,
beckon,ded2b68d-e613-4e0a-bf04-dd8857a3f613,false,,,
bedrock,b5c41dbc-623f-45c9-92e7-82964003785d,false,,,
befall,08816d4e-c13b-4c7a-a081-d0818d9f65d1,false,"to happen, occur",,
beffudle; befuddled [by],32c9f966-380d-4c1e-899b-da10d2f4068e,false,,,
begging the question,a62242a5-0db7-45e6-b774-220d6a5255fa,false,,,
beguile; beguiling,9d165783-b070-4394-a9c6-864b6553f216,false,"to attract or influence someone usually by trickery, flattery, etc; mislead; delude",,as
beholden (to),87c87773-7508-484c-a7ed-df8de465876d,false,,,
belabor,0242d4b3-9541-4e2e-9c50-a03f9aa69c8b,false,to go over repeatedly or to an absurd extent,bi LAY bur,
beleaguer; beleaguered,a2e2ffcd-aff5-4512-ac5b-71405c3e9652,false,to besiege; beset; surround; harass; subjected to oppressive or grievous forces; harrassed,be LEE gur,The ship was beleaguered by the constant attack of the enemy fighter planes.; Don't beleaguer him with insignificant details.
belie; belied,77a252a5-4341-4df9-9f32-db2d50215740,false,to give a false impression of; to contradict,,The army commander's countenance belied his true feeling of anxiety.
belief,84592c7f-6c4b-43bf-b00b-f5e4aa7547f9,false,confidence in an unproven idea,,
bellicose,66929614-2eb2-43dd-8eec-95f8e4821ace,false,inclined to start quarrels,,
bellicose,4599d4b2-ca57-4a71-97a9-e025d9ca39d1,false,,,
belligerent; belligerence,90610604-84aa-4dc0-a06f-7af179d20b52,false,eager to fight; hostile or aggressive; quarrelsome,buh LIH jer int,
bellwether,1abe4f31-a196-4af7-bdab-de93c475c995,false,the guide by which one measures other data,,
beloved,810cc397-4c68-4f5f-b54c-fcd5b2602bfb,false,,,
bemoan,eacb5799-bfe5-44fb-8cf4-930547e9a68a,false,"to express displeasure, distress",bih MOAN,
bemuse,dc44bfaa-0924-4054-97f0-669566e5c5fd,false,to bewilder or confuse (someone),,
benefactor,5bf9ab81-ac17-44f3-ae7c-c4aa43a98cad,false,,,
benefactor,20ad4b26-b671-4ee3-b49c-2b6e33c839e8,false,a generous donor,,
beneficence; beneficently,bfd09833-00fd-4349-a4d5-1c72904eeec2,false,"active goodness or kindness, kindly, charitably",,
beneficial,1083ad9c-7aaa-40be-9af9-5e050fff79b4,false,helpful,beneficial ownership,
benefit,e47a238a-a8dd-449c-9301-00d48e337ef2,false,,antonym: detriment/cost,
benevolent; benevolence,f4f1e1cf-67af-49df-bf6a-1fb9f53da5ef,false,characterized by or expressing goodwill or kindly feelings; generosity; kindness,,
benign; benignly,7344537c-43ec-43b7-9980-df3b884ced4b,false,"gentle, non-threatening",be NINE,
bequest,d0788d8d-040a-40be-8180-9ea84f2b3713,false,a disposition in a will,,
berate; beratement,9593a510-dd87-4c92-9422-fffed8bfcc4b,false,to condemn vehemently and at length,,
bereave; bereft,cf427684-d8d8-4ea3-875b-9cb2bc2003e1,false,"to deprive, dispossess; leave desolate, especially through death",bih REEV,"When Jimmy's fish died and had to leave, it bereaved him of his love of goldfish."
bereft,f030bb87-f90f-452a-ad86-8ebc4bd83764,false,,,
beseech,292c580a-ef30-4f55-97b7-4c1c82775355,false,to beg,,
beset,95411210-b477-4f75-bb3c-be1638d5bc75,false,to surround; to harass,bee SET,beset with rain and cold weather.; beset with design problems; beset with disappointment.
beyond,8f20c465-7d77-4b26-9d3e-a067b38950d9,false,,beyond reach,
bifurcate,6515be8a-b928-451b-8b93-8f188aa08591,false,to branch or separate into parts,,
bilateral,6f8b6fc5-9e46-4c99-95c4-b761048805a6,false,involving two groups,,
binary,309d864f-df27-4239-93ad-ff73df40929c,false,,,
binding,88380745-e8f1-4b39-b8fc-2961948b720f,false,,,
bittersweet,dad9b8f8-0f0c-48e9-af4f-774441942708,false,,,
bizarre,34f7d9b8-0361-46b2-ba8d-d10ac2bf9364,false,extremely unconventional or far-fetched,bih ZAR,"Justin's bizarre personality estranged him from the rest of the group.; As the medication began to take effect, Randy's eyes took on a faraway look, and he muttered some bizarre nonsense about wanting to ride the pony one more time."
blacklist,b9116f0e-ac2f-4230-8af2-40aec7b96eb2,false,,,
blasé,0b6a146d-b14c-4c06-9c33-a79bdb88a833,false,"indifferent to or bored with life; unimpressed, as or as if from an excess of worldly pleasures",blah ZAY,
blasphemy,95e7f20f-0445-4214-903a-95522f33fc10,false,irreverence; an insult to something held sacred; profanity,,
blatant,fcc5b5e5-49d3-472d-a9a6-d8737f74cd8a,false,unpleasantly or offensively noisy; glaring,,
blather,36646087-24e1-4322-baaa-4345547dd95d,false,to talk nonsensically; to talk long-windedly without making much sense (without real substance),BLA thur,blather on about nothing important; the women blathered until their mouths lathered; a bunch of blather by uninformed journalists; Children have great imaginations and often blather about ghosts they claim enter their rooms.; blather with her friends on the phone
bleak; bleakness,061fcd1c-bb81-4d3f-8d88-e9dd50ab8efc,false,depressing; discouraging; harsh; cold; barren; raw,bleek,bleak consequences; looked bleak; appeared bleak
"blight, blighted",0f143d5b-8495-4f0f-84b1-28366f8000fc,false,"any cause of impairment, withered or destroyed",,
"blithe, blithely",e7912e6b-799d-4ee0-bf8f-b517a3677199,false,lacking due concern; carefree,blythe; blithely dismiss,
blithely,9e572fa5-211c-4894-bda7-2c9ca70612e8,false,,,
blockade,bf9aed69-42c6-450a-acc5-dbe112a5f421,false,,,
blockage,ac07345a-0687-4529-b55b-92a7d80e3d92,false,,,
bloviate,34157706-dc6a-4d3e-a814-27f41bda731a,false,"talk at length, especially in an inflated or empty way.",You are bloviating.,
bluff,ececfd2f-2e46-41d0-a158-f282ef0a1783,false,,,
blunder,407fc09c-6964-4876-89aa-74b95380ba6e,false,stupid mistake; to make a stupid mistake; stumble; say clumsily,blundered through the woods; a serious blunder; the man's blunder caused …,
blur,da754ba5-236d-485d-84b9-45f46229b521,false,,,
"blur, blurred",ae0454df-e60d-4c44-9e0d-c8aa34a5332d,false,,,
bluster; blustery; blustering,0c394dd1-3814-4b35-85cd-68fb20c720c1,false,,,
boast [of/about]; boasted; boasting,9f9c4e73-c4a9-4e7f-a881-80cc73859ff0,false,,"boasted, ""I will …""",
bohemian,4e01e9da-08c8-48f7-8c27-a6abab3f2dcc,false,,,
boilerplate,3001dac4-fd42-45f4-86b6-8698e618fd30,false,,,
bolster,cc243169-73f4-4198-9d03-89ea76753c6c,false,to support; to strengthen; to augment; to build up,BOWL ster,bolster confidence
bombastic,3f5fdbd8-1b9e-490e-8517-9b3bb1b910f5,false,pretentious; conceited; given to pompous speech or writing,bom BAS tik,
bond,2f616690-3c31-44b1-8cb4-716c731cdc54,false,"""That will be the bond of our relationship.""",,
boo; booed; boos,3a529701-a854-4f25-a3d9-f46ee9cfb327,false,,,
borrow,6bef4416-5fa0-441d-81fa-1d16d8bee2c2,false,,,
botch,11e6c1ea-8f10-44eb-b9c2-131d9ac93358,false,to bungle; to ruin through poor or clumsy effort,bahch,
