word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
akeru,to open (something),開ける,"開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)開けてもいい？(Is it ok if I open it?)
「さあ、１５６ページを開けて今日の授業を始めましょう」と先生は言った。(""Let us begin today's lesson by opening our books to page 156,"" said the teacher.)
３人の少年達はその建物の扉を開けました。(The three boys opened the doors of the building.)",akemasu,akete,akemasen,aketa; akemashita,akemasen deshita,akerareru,akenasai; akero,akerou,2 (ru-dropping),,,,,,,,
hirakeru,to become opened up; to improve; to get better; to develop; to progress; to be up-to-date; to be enlightened; to be sensible,開ける,,hirakemasu,hirakete,,hiraketa,,,,,,,,,,,,,
aku,(something) opens; to become vacant; to become empty; to begin,開く,Kono seki wa aite imasu ka. (Is this seat available?); nanji ni akimasu ka? (What time does it open?),akimasu,aite,akanai,,,,akinasai; akuna,,,,,,,,,,
hiraku,"to open; to hold (an event, party, etc.)",開く,futsuu yokin kouza o hirakitai n desu ga. (I'd like to open a savings account.); kai wo hirakimasu (going to have/open a meeting),hirakimasu,hiraite,hirakanai,hiraita,,,,,,hirakitai,hirakareru,,,,,,
heikan suru,to close (a business/shop/etc.),閉館する,,,,,,,,,,,,,,,,,,
heiten suru,to close (a business/shop/etc.)) (for the day),閉店する,何時に閉店しますか？ (What time do you close?),,,,,,,,,,,,,,,,,
shimeru,to close; to shut; to lock; to tie; to fasten; to tighten; to put on; to wear,閉める,mado o shimeru (close the window),shimemasu,shimete,shimemasen,shimeta; shimemashita,shimemasen deshita,shimerareru,shimenasai,,2 (ru-dropping),,,,,,,,
shimaru,"to be closed, to be shut",閉まる,mise ga shimatte imasu. (The store is closed.); 何時にしまりますか (What time does it close?),shimarimasu,shimatte,shimaranai,shimatta,,,,,,,,,,,,,
tojikomeru,to lock up; to shut up; to imprison,閉じ込める,,,tojikomete,,tojikometa,,tojikomerareru,,,,,,,,,,,
tojiru,"to close (e.g., book, eyes, meeting, etc.); to shut",閉じる,"""Kyou wa koko made"" to itte, sensei wa kyoukasho o tojita. (The teacher said, ""That's it for today"" and closed the textbook.)",,tojite,,tojita,,,,,,,,,,,,,
mongen,curfew,門限,,,,,,,,,,,,,,,,,,
nagashikaku,rectangle,長四角,,,,,,,,,,,,,,,,,,
nagai,"long, lengthy (time)",長い,"nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)nagasugiru (too long); 長い道 nagai michi - a long road
アマゾン川は世界一長い川です。
amazon gawa wa sekaiichi nagai kawa desu. (The Amazon is the longest river in the world.)",,,,,,,,,,,,,,,,,
kane,bell (often a large hanging bell); chime,鐘,,,,,,,,,,,,,,,,,,
kyoudai,vanity box; bedroom storage chest,鏡台,,,,,,,,,,,,,,,,,,
kagami,mirror,鏡,,,,,,,,,,,,,,,,,,
kusari,chain; chains,鎖,,,,,,,,,,,,,,,,,,
kagi o kakeru,to lock; (～に),鍵をかける,,,,,,,,,,,,,,,,,,
kagi,key; lock,鍵,鍵がかけてあります。,,,,,,,,,,,,,,,,,
kitaeru,to forge; to temper; to train; to discipline,鍛える,,,kitaete,,kitaeta,,,,,,,,,,,,,
rokuga suru,to record on video; to do a video recording,録画する,,,,,,,,,,,,,,,,,,
jouzai,pill; tablet; lozenge,錠剤,,,,,,,,,,,,,,,,,,
jouzai,tablet,錠剤,,,,,,,,,,,,,,,,,,
juudeutareru,to be shot,銃で撃たれる,,,,,,,,,,,,,,,,,,
juu,gun; rifle; small arms,銃,,,,,,,,,,,,,,,,,,
ginshouki,silverware; tableware,銀食器,,,,,,,,,,,,,,,,,,
ginga,galaxy; Milky Way,銀河,,,,,,,,,,,,,,,,,,
kinsekai,land covered with snow,銀世界,,,,,,,,,,,,,,,,,,
tetsu,iron,鉄,tetsu no bou (iron rod),,,,,,,,,,,,,,,,,
suzu,tin,鈴,,,,,,,,,,,,,,,,,,
tsuru,to fish; to catch; to lure in; to tempt; to entice; to allure,釣る,samon tsuri (salmon fishing),,,,,,tsureru,,,,,,,,,,,
shinro,course; direction; compass bearin,針路,,,,,,,,,,,,,,,,,,
kingyo,goldfish,金魚,,,,,,,,,,,,,,,,,,
kanekuimushi,"money loser; high-cost, low-return project",金食い虫,,,,,,,,,,,,,,,,,,
kinka,gold coin,金貨,,,,,,,,,,,,,,,,,,
kinyuu kikan,financial institutions,金融機関,,,,,,,,,,,,,,,,,,
kinyuu chou,financial services agency,金融庁,,,,,,,,,,,,,,,,,,
kinyuu shijou,financial market,金融市場,,,,,,,,,,,,,,,,,,
kinyuu nojiyuuka,deregulation of finance,金融の自由化,,,,,,,,,,,,,,,,,,
kinyuu nokokusaika,financial internationalization,金融の国際化,,,,,,,,,,,,,,,,,,
kinyuu,finance,金融,,,,,,,,,,,,,,,,,,
kinzoku,metal,金属,,,,,,,,,,,,,,,,,,
ryou,quantity; amount; volume; portion (of food),量,交通（こうつう）量 (amount of traffic),,,,,,,,,,,,,,,,,
yarou,bastard; asshole; son of a bitch,野郎,,,,,,,,,,,,,,,,,,
yasai,vegetables,野菜,,,,,,,,,,,,,,,,,,
norainu; nora inu,stray dog,野良犬,,,,,,,,,,,,,,,,,,
yakyuu,baseball,野球,goro (grounder),,,,,,,,,,,,,,,,,
yabou,ambition; aspiration; design,野望,,,,,,,,,,,,,,,,,,
nohara,"field (e.g., farmland)",野原,,,,,,,,,,,,,,,,,,
juuyou [na],important,重要な,ichi-ban na koto juyo (most important thing),,,,,,,,,,,,,,,,,
juuten,important point; emphasis,重点,,,,,,,,,,,,,,,,,,
juudai [na],important; serious,重大な,,,,,,,,,,,,,,,,,,
juuryoku,gravity,重力,,,,,,,,,,,,,,,,,,
juushou,serious wound or injury,重傷,,,,,,,,,,,,,,,,,,
kasaneru,to pile up; to stack up; to accumulate; to put something on another; to add to; to repeat,重ねる,,,,,,,,,,,,,,,,,,
omoi,heavy (weight); serious (matter),重い,,omoi desu,omokute,,omokatta,,,,,,,,,,,,,
omoomoshii,serious; grave; dignified; solemn,重々しい,,,omoomoshikute,,,,,,,,,,,,,,,
satoyama,undeveloped land,里山,,,,,,,,,,,,,,,,,,
shouyu,soy sauce,醤油,,,,,,,,,,,,,,,,,,
kokuji suru,to resemble,酷似する,,,,,,,,,,,,,,,,,,
yopparau,to get drunk,酔っぱらう；酔っ払おう,もりあがろう！ (Let's get drunk!),,yopparatte,,,,,,yopparaou,,,,,,,,,
you,"to get drunk, sea sick",酔う,酔ってる？ (Are you drunk?),yoimasu,yotte,yowanai; yoimasen,yotta; yoimashita,,,,,,,,,,,,,
shukiobi unten suru,to drive under the influence (DUI); drunk driving,酒気帯び運転する,,,,,,,,,,,,,,,,,,
sake,liquor,酒,,,,,,,,,,,,,,,,,,
haitatsu suru,to deliver,配達する,配達 (delivery),,,,,,,,,,,,,,,,,
haizoku,"assignment (of a person to somewhere); attachment (of a person to another unit, organization, etc.)",配属,部署配属（はいぞく）(department assignment),,,,,,,,,,,,,,,,,
kubaru,to distribute; to deliver; to deal (cards),配る,カードを配りなさい。(Deal the cards./Hand out the cards.),,,,,,,kubarinasai,,,,,,,,,,
toshin,city center,都心,,,,,,,,,,,,,,,,,,
toshi,town; city; municipal; urban,都市,,,,,,,,,,,,,,,,,,
tsugou,circumstances; convenience,都合,,,,,,,,,,,,,,,,,,
tokai,city; town,都会,,,,,,,,,,,,,,,,,,
to,metropolitan,都,,,,,,,,,,,,,,,,,,
yuusou suru,to post mail to,郵送する,,,,,,,,,,,,,,,,,,
yuubinkyoku,post office,郵便局,,,,,,,,,,,,,,,,,,
butai,force; unit; corps,部隊,,,,,,,,,,,,,,,,,,
buchou,general manager; department manager,部長,"Watashi wa roon ni tsuite hanasu tameni, ginkou no buchou to uchiawase ga arimasu. (I have a meeting with the bank manager to discuss a loan.)",,,,,,,,,,,,,,,,,
busho,department; one's post; one's station; bureau; section,部署,部署配属（はいぞく）(department assignment),,,,,,,,,,,,,,,,,
