word,mark,definition,pronunciation,example
claimant,,a person making a claim,KLAY munt,
clairvoyant,,,,
"clamor, clamoring",,"a loud uproar, as from a crowd of people",,
clandestine,,"characterized by, done in, or executed with secrecy or concealment, especially for purposes of subversion or deception; private or surreptitious",,
claptrap,,"contrived but foolish talk, insincere and pretentious talk",,
clarity,,,,
classifiers,,,,
clause,,,,
clearance,,,,
clearinghouse,,,,
"clement, clemency",,mercy; forgiveness; mildness,,
cliché,,an overused saying or idea,,
client,,proxy?,,
clientelle,,,,
climate,,,,
"climax, climaxing [in]",,,,
cling; clinging [to],,,,
clique,,an exclusive group bound together by some shared quality or interest,,
cloak,,,,
clout,,,,
clustering; cluster,,,,
clutch; clutching,,,grasp,
coalesce,,to come together as one' to fuse; to unite,,
coarse,,lacking in fineness or delicacy of structure,,
coax,,,,
coddle; coddled,,Treat in an indulgent or overprotective way,KAHD ul,
codify,,,COD i fye,
coerce; coercive,,to force someone to do or not to do something,,
"cogent, cogently, cogency",,"powerfully convincing, appealing persuasively to reason",KOH junt,
cognate,,words that sound almost the same in different languages and often mean the same thing,,
cognitive; cognition,,perceptive; dealing with how we know the world around us through our senses,,
cognizant; cognizance [of],,aware; conscious,,
cohere; coherent; coherently; coherence [between],,holding together; making sense,,
cohesive; cohesively,,,,
cohort,,,,
coil; coiling,,,,
coincide [with],,to occupy the same place in space; occupy the same time; correspond exactly; agree; to be identical,This year Thanksgiving coincides with her birthday.,
collaberative; collaborators,,,,
collateral,,,collateral damage,
collective,,formed by grouping,"collective defiance
collective guiltcollective defiance
collective guiltcollective defiance
collective guiltcollective defiance
collective guilt",
"colloquial, colloquially",,conversational; informal in language,,
"collusive, collusion",,conspiracy; secret cooperation,,
combat; combative; combativeness,,,,
command; commanding [lead],,,,
commaradie,,,,
commence; commencement,,,,
commend,,,,
commensurate; commensurately,,"proportionate, adequate; equal",,
commensurately,,,,
commingle,,,,
commission; commissioned,,,,
commit; committed [to]; commission [of]; commissioning; decommissioning,,"bring (something newly produced, such as a factory or machine) into working condition",,
commodious,,spacious; roomy; capacious,kuh MOH dee us,commodious rooms in the castle; commodious limousine
commonality,,,,
commonplace,,,,
"commute, commuted",,,,
comparable,,,,
comparative; comparatively,,,,
compare,,,compare to (pertaining to similarities); compare with (pertaining to both similarities and differences),
compatible; compatibility,,,,
compel; compelled; compelling,,to force; to convince; to cause to yield; to encourage ,,compelled to listen
competent; competence,,,,
compile; compilation,,,,
"complacent, complacency [of]",,self-satisfied; overly pleased with oneself,,
complement; complementary,,to complete or fill up; to be the perfect counterpart; suggestive of completing or perfecting; mutually dependent: supplementing and being supplemented in return,,
complexion,,,,
complicit; complicity,,participation in wrongdoing; the act of being an accomplice,,
comply; compliant; compliance; non-compliant,,yielding; submissive,,
"compose, composition",,,,
"composite, composites",,made up of disparate or separate parts or elements,kuhm-poz-it,
"compound; compounding (adj, v)",,,,
comprehensive,,covering or including everything,,
comprise,,"to form or constitute, to consist of, include or contain; to be made up of",kuhm-prahyz,comprise thirteen; comprised of
"compromise, compromised",,a settlement of differences in which each side gives up something,KAHM pruh myze,
compulsory,,,,
"concatenate, concatenation",,a series or order of things depending on each other as if linked together,,
concave,,"curved inward, like the inside of a circle or a sphere",kahn KAYV,
conceal; concealment,,,,
concede [that]; concession,,admit to be true; to acknowledge as true or right; to grant or yield,kun SEED,
conceded,,,,
conceited,,,,
conceive; conceivable; conceivably; conception [of],,originate,its conception of identities are visceral,
concentric,,having the same center,kun SEN trik,
concept; conceptual; conceptually,,,,
concern; concerning,,,It concerns me.; It is now concerning.,
concerted,,,,
concessions,,,,
conciliate; conciliatory; conciliation,,making peace; attempting to resolve a dispute through goodwill; appeasing; soothing,kon SIL ee uh tor ee,
concillary,,,,
concise,,brief and to the point; succinct,,
concise; concision,,,,
conclave,,,,
"conclude, conclusive",,,,
concoct; concoction,,to create by mixing ingredients; to devise,kun KAHKT,
concord,,"agreement; harmony, (antonym: enmity)",KON kord,
concur; concurrence,,to agree,kun KUR,
concurrent,,happening at the same time; parallel,run concurrently,
condemn; condemned,,,,
"condescend, condescendingly",,"to stoop to someone else's level, usually in an offensive way; to patronize",all those condescending signifiers,
"condition, conditioned",,,,
conditions requisite to…,,,,
condone,,allow or pardon; to overlook; to permit to happen,,
conduce,,"to lead or tend, especially with reference to a desireable result",,
conducive [to],,contributive; promoting,,
conduct,,,,
conduit,,,,
confederate; confederacy,,an ally; an accomplice,,
confer; conferred,,to exchange ideas; to consult with; to bestow,kun FER,
conferred,,,,
confide; confided,,"to have confidence, trust",,confided to
configure,,,,
confine; confined; confining,,,,confined spaces
confirmatory,,,,
conflagrate; conflagration,,,,
conflate; conflation,,"to combine into a composite whole, to merge",,
confluence,,"A gathering, flowing, or meeting together at one juncture or point",KAHN floo uns,
conform; conformity; conformable,,,,
confound; confounded; confounding,,"to perplex or amaze, especially by a sudden disturbance or surprise; bewilder; confuse",kun FOUND,
confront; confronted [with/by],,,,
confute; confutation,,to overwhelm by argument or proof; to prove to be in error or false,His logical rebuttal confuted the reasoning of the opposition.,
congenial,,pleasant; agreeable; social,kun JEEN ee ul,congenial personality; the atmosphere is congenial
congregate,,to come together,,
coniving; conivance,,,,
conjecture,,"an inference, theory, or prediction based on guesswork; to guess; to speculate; to deduce or infer on slight evidence",He conjectured that vocabulary questions would appear on the test.,
conjoin,,to join or act together,,
conjugal,,having to do with marriage,KAHN juh gul,
conjugate,,,,
conjunction [with],,,in conjunction with,
conjure; conjures; conjurer,,to summon by or as if by invocation,,
connive; conniving,,to conspire; to aid or encourage a wrong by feigning ignorance of it,kuh NYVE,
connoisseur,,"an expert, particularly in matters of art and taste",kahn uh SUR,a connoisseur of fine wines
connotative,,,,
connote; connotative; connotation,,to suggest or imply; an idea or feeling which a word invokes for a person beyond the literal meaning; abstract meaning or intension of a term,,
consciously,,,,
conscripted,,,,
consecrate; consecration,,to make or declare sacred,,
consecutive; consecutively,,,successive; non-consecutive,
"consent, consentual",,,,
"consequent, consequently",,,,
conservatorship,,designated for public use???,,
consider; consideration,,,,
considerable,,,,
consign; consignment,,to hand over; to assign; to entrust; to banish,kun SYNE,
consist [of/in],,,consist of (to be formed or composed of parts); consists in (to be inhererent in something),
consistent; consistency,,,intermittent,
console; consolation,,"to alleviate the grief, sense of loss, or trouble of",,
consolidate; consolidation,,to combine or bring together; to solidify; to strengthen,kun SAHL uh dayt,
consonant,,,,
consonant; consonance [with],,harmonious; in agreement,,
"consort, consorting",,to associate; keep company,,
consortium,,"any association, partnership, or union",kuhn-sawr-shee-uhm,
"conspicuous, inconspicuous",,easy to notice; obvious; easily seen; impossible to miss,kun SPIK yoo us,
conspire,,,,
"conspire, conspirator",," to join in secret agreement, to act in harmony toward a common end",,
constant; constancy,,,,
constellation,,,,
consternation,,sudden confusion,kahn stur NAY shun,
constituent; constituency,,the group of voters represented by a politician; a group of supporters for anything,kun STICH oo un see,
"constitute, constitutes",,to compose; form; comprise; make up,,
constructive notice,,,,
construe [as]; construed,,to analyze; to interpret; to put a certain meaning on something; to understand something in a particular way,His attitude was construed as one of opposition to the proprosal.; immediately construed by cynics as ~,
consult,,,,
consume; consumption,,,time consumption,
consummate,,perfect and complete in every way,,
consummate,,"to bring to completion, to realize or achieve",,
contain; containment,,,,
"contemplate; contemplating,  contemplated; contemplation",,,,
contemporaneous; contemporary; contemporaries,,existing at or occurring in the same period of time,,
contempt; contemptuous; contemptible,,"reproachful disdain, derision, indignation",,It was a contemptible act of cruelty.
contend; contention; contentious,,,,
"content, contented; contentment",,,,
contentious; contention,,quarrelsome; argumentative; a point contended for or affirmed in controversy,kun TEN shus,
contest,,to make the subject of dispute,,
context; contextual; contextualize; contexts,,circumstantial setting,establish the context,
contextual,,,,
"contiguous, contiguity",,immediately adjacent; in time or location; sharing an edge or boundary; next to; adjoining,"kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.kun TIG yoo us
Alaska is not contiguous to other states of the United States.",
